AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s	dev_stage_s	geo_loc_name_s	tissue_s
200	SAMN04498320	SRX1612648	DNA library 273	2016-03-04	6525	4465	Brassica oleracea	2016-03-04	SRR3203120	SRS1321807	Brassica oleracea SamC_074	Cauliflower 10	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498321	SRX1612649	DNA library 274	2016-03-04	6543	4472	Brassica oleracea	2016-03-04	SRR3203127	SRS1321874	Brassica oleracea SamC_075	Cauliflower 11	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
285	SAMN04498326	SRX1612670	DNA library 279	2016-03-04	4579	1795	Brassica oleracea	2016-03-04	SRR3203147	SRS1321881	Brassica oleracea SamC_080	Cauliflower 16	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
148	SAMN04498077	SRX1612698	DNA library 30	2016-03-04	2343	1474	Brassica rapa	2016-03-04	SRR3203178	SRS1321887	Brassica rapa SamA_030	Chinese cabbage 30	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498339	SRX1612702	DNA library 292	2016-03-04	6589	4579	Brassica oleracea	2016-03-04	SRR3203187	SRS1321888	Brassica oleracea SamC_093	Broccoli 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498342	SRX1612710	DNA library 295	2016-03-04	6320	4369	Brassica oleracea	2016-03-04	SRR3203206	SRS1321891	Brassica oleracea SamC_096	Broccoli 12	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
285	SAMN04498350	SRX1612751	DNA library 303	2016-03-04	3937	1608	Brassica oleracea	2016-03-04	SRR3203258	SRS1321895	Brassica oleracea SamC_104	Broccoli 20	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
290	SAMN04498354	SRX1612756	DNA library 307	2016-03-04	5015	2082	Brassica oleracea	2016-03-04	SRR3203263	SRS1321896	Brassica oleracea SamC_108	Chinese kale 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498362	SRX1612786	DNA library 315	2016-03-04	7062	4906	Brassica oleracea	2016-03-04	SRR3203293	SRS1321918	Brassica oleracea SamC_116	Curly Kale 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
290	SAMN04498359	SRX1612770	DNA library 312	2016-03-04	5113	2197	Brassica oleracea	2016-03-04	SRR3203278	SRS1321932	Brassica oleracea SamC_113	Brussels sprouts 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
179	SAMN04498357	SRX1612762	DNA library 310	2016-03-04	2966	1611	Brassica oleracea	2016-03-04	SRR3203270	SRS1321939	Brassica oleracea SamC_111	Chinese kale 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
289	SAMN04498355	SRX1612758	DNA library 308	2016-03-04	5072	2118	Brassica oleracea	2016-03-04	SRR3203264	SRS1321942	Brassica oleracea SamC_109	Chinese kale 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
285	SAMN04498352	SRX1612753	DNA library 305	2016-03-04	4240	1718	Brassica oleracea	2016-03-04	SRR3203260	SRS1321947	Brassica oleracea SamC_106	Broccoli 22	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
281	SAMN04498351	SRX1612752	DNA library 304	2016-03-04	3538	1447	Brassica oleracea	2016-03-04	SRR3203259	SRS1321948	Brassica oleracea SamC_105	Broccoli 21	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
286	SAMN04498349	SRX1612750	DNA library 302	2016-03-04	4367	1802	Brassica oleracea	2016-03-04	SRR3203257	SRS1321950	Brassica oleracea SamC_103	Broccoli 19	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
286	SAMN04498348	SRX1612749	DNA library 301	2016-03-04	3990	1621	Brassica oleracea	2016-03-04	SRR3203255	SRS1321951	Brassica oleracea SamC_102	Broccoli 18	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498051	SRX1612747	DNA library 4	2016-03-04	2173	1352	Brassica rapa	2016-03-04	SRR3203247	SRS1321952	Brassica rapa SamA_004	Chinese cabbage 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
138	SAMN04498078	SRX1612748	DNA library 31	2016-03-04	2076	1362	Brassica rapa	2016-03-04	SRR3203252	SRS1321953	Brassica rapa SamA_031	Chinese cabbage 31	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498347	SRX1612746	DNA library 300	2016-03-04	6837	4653	Brassica oleracea	2016-03-04	SRR3203244	SRS1321954	Brassica oleracea SamC_101	Broccoli 17	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498346	SRX1612740	DNA library 299	2016-03-04	6670	4563	Brassica oleracea	2016-03-04	SRR3203237	SRS1321958	Brassica oleracea SamC_100	Broccoli 16	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498345	SRX1612731	DNA library 298	2016-03-04	6646	4549	Brassica oleracea	2016-03-04	SRR3203228	SRS1321968	Brassica oleracea SamC_099	Broccoli 15	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498344	SRX1612723	DNA library 297	2016-03-04	6589	4518	Brassica oleracea	2016-03-04	SRR3203219	SRS1321976	Brassica oleracea SamC_098	Broccoli 14	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498340	SRX1612705	DNA library 293	2016-03-04	7520	5194	Brassica oleracea	2016-03-04	SRR3203201	SRS1321988	Brassica oleracea SamC_094	Broccoli 10	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498338	SRX1612700	DNA library 291	2016-03-04	6688	4569	Brassica oleracea	2016-03-04	SRR3203181	SRS1321990	Brassica oleracea SamC_092	Broccoli 8	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498337	SRX1612697	DNA library 290	2016-03-04	6533	4563	Brassica oleracea	2016-03-04	SRR3203176	SRS1321993	Brassica oleracea SamC_091	Broccoli 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498336	SRX1612693	DNA library 289	2016-03-04	6603	4574	Brassica oleracea	2016-03-04	SRR3203172	SRS1321997	Brassica oleracea SamC_090	Broccoli 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498334	SRX1612688	DNA library 287	2016-03-04	6029	4330	Brassica oleracea	2016-03-04	SRR3203166	SRS1321999	Brassica oleracea SamC_088	Broccoli 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498333	SRX1612686	DNA library 286	2016-03-04	6892	4689	Brassica oleracea	2016-03-04	SRR3203165	SRS1322000	Brassica oleracea SamC_087	Broccoli 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498332	SRX1612685	DNA library 285	2016-03-04	7213	4874	Brassica oleracea	2016-03-04	SRR3203164	SRS1322002	Brassica oleracea SamC_086	Broccoli 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498331	SRX1612684	DNA library 284	2016-03-04	7182	4868	Brassica oleracea	2016-03-04	SRR3203163	SRS1322003	Brassica oleracea SamC_085	Broccoli 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
291	SAMN04498330	SRX1612681	DNA library 283	2016-03-04	5070	2009	Brassica oleracea	2016-03-04	SRR3203160	SRS1322005	Brassica oleracea SamC_084	Cauliflower 20	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498328	SRX1612677	DNA library 281	2016-03-04	4422	1721	Brassica oleracea	2016-03-04	SRR3203155	SRS1322009	Brassica oleracea SamC_082	Cauliflower 18	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498327	SRX1612673	DNA library 280	2016-03-04	4799	1879	Brassica oleracea	2016-03-04	SRR3203151	SRS1322012	Brassica oleracea SamC_081	Cauliflower 17	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
148	SAMN04498076	SRX1612674	DNA library 29	2016-03-04	2100	1450	Brassica rapa	2016-03-04	SRR3203153	SRS1322013	Brassica rapa SamA_029	Chinese cabbage 29	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498325	SRX1612668	DNA library 278	2016-03-04	6542	4376	Brassica oleracea	2016-03-04	SRR3203144	SRS1322015	Brassica oleracea SamC_079	Cauliflower 15	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498324	SRX1612662	DNA library 277	2016-03-04	7193	4836	Brassica oleracea	2016-03-04	SRR3203140	SRS1322020	Brassica oleracea SamC_078	Cauliflower 14	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498323	SRX1612658	DNA library 276	2016-03-04	7110	5004	Brassica oleracea	2016-03-04	SRR3203136	SRS1322022	Brassica oleracea SamC_077	Cauliflower 13	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498363	SRX1612816	DNA library 316	2016-03-04	6530	4561	Brassica oleracea	2016-03-04	SRR3203366	SRS1322724	Brassica oleracea SamC_117	Curly Kale 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498364	SRX1612817	DNA library 317	2016-03-04	6496	4460	Brassica oleracea	2016-03-04	SRR3203367	SRS1322725	Brassica oleracea SamC_118	Wild 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498365	SRX1612818	DNA library 318	2016-03-04	6480	4372	Brassica oleracea	2016-03-04	SRR3203368	SRS1322726	Brassica oleracea SamC_119	Wild 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
144	SAMN04498080	SRX1612819	DNA library 33	2016-03-04	2502	1535	Brassica rapa	2016-03-04	SRR3203369	SRS1322727	Brassica rapa SamA_033	Chinese cabbage 33	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498081	SRX1612820	DNA library 34	2016-03-04	1350	845	Brassica rapa	2016-03-04	SRR3203370	SRS1322728	Brassica rapa SamA_034	Chinese cabbage 34	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
144	SAMN04498082	SRX1612821	DNA library 35	2016-03-04	2520	1541	Brassica rapa	2016-03-04	SRR3203371	SRS1322729	Brassica rapa SamA_035	Chinese cabbage 35	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
160	SAMN04498083	SRX1612822	DNA library 36	2016-03-04	2822	1694	Brassica rapa	2016-03-04	SRR3203372	SRS1322730	Brassica rapa SamA_036	Chinese cabbage 36	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
152	SAMN04498084	SRX1612823	DNA library 37	2016-03-04	2430	1533	Brassica rapa	2016-03-04	SRR3203373	SRS1322731	Brassica rapa SamA_037	Chinese cabbage 37	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
144	SAMN04498085	SRX1612824	DNA library 38	2016-03-04	2472	1544	Brassica rapa	2016-03-04	SRR3203374	SRS1322732	Brassica rapa SamA_038	Chinese cabbage 38	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
150	SAMN04498086	SRX1612866	DNA library 39	2016-03-04	2164	1376	Brassica rapa	2016-03-04	SRR3203390	SRS1322774	Brassica rapa SamA_039	Chinese cabbage 39	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498087	SRX1612867	DNA library 40	2016-03-04	2086	1278	Brassica rapa	2016-03-04	SRR3203425	SRS1322775	Brassica rapa SamA_040	Chinese cabbage 40	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
144	SAMN04498052	SRX1612898	DNA library 5	2016-03-04	2138	1349	Brassica rapa	2016-03-04	SRR3203434	SRS1322797	Brassica rapa SamA_005	Chinese cabbage 5	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
131	SAMN04498088	SRX1612956	DNA library 41	2016-03-04	2535	1594	Brassica rapa	2016-03-04	SRR3203492	SRS1322857	Brassica rapa SamA_041	Chinese cabbage 41	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498089	SRX1612994	DNA library 42	2016-03-04	2357	1443	Brassica rapa	2016-03-04	SRR3203541	SRS1322895	Brassica rapa SamA_042	Chinese cabbage 42	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
148	SAMN04498090	SRX1613027	DNA library 43	2016-03-04	4769	3054	Brassica rapa	2016-03-04	SRR3203586	SRS1322927	Brassica rapa SamA_043	Chinese cabbage 43	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
152	SAMN04498091	SRX1613028	DNA library 44	2016-03-04	2342	1490	Brassica rapa	2016-03-04	SRR3203591	SRS1322928	Brassica rapa SamA_044	Chinese cabbage 44	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498092	SRX1613029	DNA library 45	2016-03-04	1369	861	Brassica rapa	2016-03-04	SRR3203592	SRS1322929	Brassica rapa SamA_045	Chinese cabbage 45	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498093	SRX1613030	DNA library 46	2016-03-04	3690	2381	Brassica rapa	2016-03-04	SRR3203593	SRS1322930	Brassica rapa SamA_046	Chinese cabbage 46	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498094	SRX1613031	DNA library 47	2016-03-04	2202	1368	Brassica rapa	2016-03-04	SRR3203594	SRS1322931	Brassica rapa SamA_047	Turnip 1	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
200	SAMN04498095	SRX1613032	DNA library 48	2016-03-04	1351	854	Brassica rapa	2016-03-04	SRR3203595	SRS1322932	Brassica rapa SamA_048	Turnip 2	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
147	SAMN04498096	SRX1613033	DNA library 49	2016-03-04	4034	2669	Brassica rapa	2016-03-04	SRR3203596	SRS1322933	Brassica rapa SamA_049	Turnip 3	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
149	SAMN04498097	SRX1613034	DNA library 50	2016-03-04	10316	5072	Brassica rapa	2016-03-04	SRR3203598	SRS1322934	Brassica rapa SamA_050	Turnip 4	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
133	SAMN04498053	SRX1613036	DNA library 6	2016-03-04	2624	1654	Brassica rapa	2016-03-04	SRR3203600	SRS1322935	Brassica rapa SamA_006	Chinese cabbage 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
143	SAMN04498098	SRX1613046	DNA library 51	2016-03-04	3503	2289	Brassica rapa	2016-03-04	SRR3203603	SRS1322950	Brassica rapa SamA_051	Turnip 5	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
151	SAMN04498099	SRX1613075	DNA library 52	2016-03-04	3620	2174	Brassica rapa	2016-03-04	SRR3203614	SRS1322972	Brassica rapa SamA_052	Turnip 6	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
294	SAMN04498100	SRX1613094	DNA library 53	2016-03-04	11181	4470	Brassica rapa	2016-03-04	SRR3203633	SRS1322989	Brassica rapa SamA_053	Turnip 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
295	SAMN04498101	SRX1613106	DNA library 54	2016-03-04	13078	5221	Brassica rapa	2016-03-04	SRR3203644	SRS1322995	Brassica rapa SamA_054	Turnip 8	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498102	SRX1613109	DNA library 55	2016-03-04	5341	2292	Brassica rapa	2016-03-04	SRR3203657	SRS1322996	Brassica rapa SamA_055	Turnip 9	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
291	SAMN04498103	SRX1613112	DNA library 56	2016-03-04	8136	3508	Brassica rapa	2016-03-04	SRR3203669	SRS1322998	Brassica rapa SamA_056	Turnip 10	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
296	SAMN04498104	SRX1613123	DNA library 57	2016-03-04	14132	5856	Brassica rapa	2016-03-04	SRR3203680	SRS1323000	Brassica rapa SamA_057	Turnip 11	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
294	SAMN04498105	SRX1613127	DNA library 58	2016-03-04	8206	3421	Brassica rapa	2016-03-04	SRR3203684	SRS1323004	Brassica rapa SamA_058	Turnip 12	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498106	SRX1613128	DNA library 59	2016-03-04	5109	2230	Brassica rapa	2016-03-04	SRR3203685	SRS1323005	Brassica rapa SamA_059	Turnip 13	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
296	SAMN04498107	SRX1613148	DNA library 60	2016-03-04	15982	6634	Brassica rapa	2016-03-04	SRR3203777	SRS1323021	Brassica rapa SamA_060	Turnip 14	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
146	SAMN04498054	SRX1613149	DNA library 7	2016-03-04	1853	1156	Brassica rapa	2016-03-04	SRR3203778	SRS1323022	Brassica rapa SamA_007	Chinese cabbage 7	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
289	SAMN04498108	SRX1613150	DNA library 61	2016-03-04	5643	2456	Brassica rapa	2016-03-04	SRR3203779	SRS1323023	Brassica rapa SamA_061	Turnip 15	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498109	SRX1613152	DNA library 62	2016-03-04	5095	2255	Brassica rapa	2016-03-04	SRR3203781	SRS1323026	Brassica rapa SamA_062	Turnip 16	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
286	SAMN04498110	SRX1613188	DNA library 63	2016-03-04	3540	1554	Brassica rapa	2016-03-04	SRR3203802	SRS1323062	Brassica rapa SamA_063	Turnip 17	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
286	SAMN04498111	SRX1613189	DNA library 64	2016-03-04	4631	1899	Brassica rapa	2016-03-04	SRR3203803	SRS1323063	Brassica rapa SamA_064	Turnip 18	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
288	SAMN04498112	SRX1613190	DNA library 65	2016-03-04	4188	1837	Brassica rapa	2016-03-04	SRR3203804	SRS1323064	Brassica rapa SamA_065	Turnip 19	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
283	SAMN04498113	SRX1613191	DNA library 66	2016-03-04	3995	1689	Brassica rapa	2016-03-04	SRR3203805	SRS1323065	Brassica rapa SamA_066	Turnip 20	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
287	SAMN04498114	SRX1613216	DNA library 67	2016-03-04	5997	2482	Brassica rapa	2016-03-04	SRR3203830	SRS1323094	Brassica rapa SamA_067	Turnip 21	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498115	SRX1613225	DNA library 68	2016-03-04	3238	2103	Brassica rapa	2016-03-04	SRR3203839	SRS1323099	Brassica rapa SamA_068	Turnip 22	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
202	SAMN04498116	SRX1613226	DNA library 69	2016-03-04	3349	2203	Brassica rapa	2016-03-04	SRR3203840	SRS1323100	Brassica rapa SamA_069	Turnip 23	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
291	SAMN04498265	SRX1612319	DNA library 218	2016-03-04	5971	2396	Brassica oleracea	2016-03-04	SRR3202810	SRS1321489	Brassica oleracea SamC_019	Cabbage 19	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
286	SAMN04498267	SRX1612358	DNA library 220	2016-03-04	4047	1570	Brassica oleracea	2016-03-04	SRR3202820	SRS1321527	Brassica oleracea SamC_021	Cabbage 21	WGS	PRJNA312457	Plant	public	0	Illumina HiSeq 2000	PAIRED	RANDOM PCR	GENOMIC	ILLUMINA	SRP071086	seedling	China	leaf
